	note	tags	spanish_verb	inf_verb	person	sing_or_plural	mood	tense	pos_neg_cmd	note1	note2
1999	〰 Resulta divertido que 〰nosotros {{c1::incluyamos::…incluir…}} (a Sofia en la discusión)	 ends_in_ir incluir irregular_form irregular_verb moderate_irregularity nosotros subjuntivo_presente 	incluir	incloure	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (a Sofia en la discusión)
1996	〰 Resulta divertido que 〰yo {{c1::incluya::…incluir…}} (a Sofia en la discusión)	 ends_in_ir incluir irregular_form irregular_verb moderate_irregularity subjuntivo_presente yo 	incluir	incloure	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (a Sofia en la discusión)
2000	〰 Resulta divertido que 〰vosotros {{c1::incluyáis::…incluir…}} (a Sofia en la discusión)	 ends_in_ir incluir irregular_form irregular_verb moderate_irregularity subjuntivo_presente vosotros 	incluir	incloure	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (a Sofia en la discusión)
2001	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::incluyan::…incluir…}} (a Sofia en la discusión)	 ellos_ellas_ustedes ends_in_ir incluir irregular_form irregular_verb moderate_irregularity subjuntivo_presente 	incluir	incloure	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (a Sofia en la discusión)
1998	〰 Resulta divertido que 〰él/ella/usted {{c1::incluya::…incluir…}} (a Sofia en la discusión)	 ends_in_ir incluir irregular_form irregular_verb moderate_irregularity subjuntivo_presente él_ella_usted 	incluir	incloure	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (a Sofia en la discusión)
3007	Mientras estoy estudiando…ella está {{c1::yaciendo::…yacer…}} (en el sofá)	 ends_in_er gerundio irregular_verb low_irregularity regular_form yacer 	yacer	jeure	0	0	G	0	0	Mientras estoy estudiando…ella está 	 (en el sofá)
3037	… Si pasara algo, …nosotros {{c1::yaceríamos::…yacer…}} (en el sofá)	 condicional ends_in_er irregular_verb low_irregularity nosotros regular_form yacer 	yacer	jeure	1	P	I	C	0	… Si pasara algo, …nosotros 	 (en el sofá)
3034	… Si ocurriese esto, …yo {{c1::yacería::…yacer…}} (en el sofá)	 condicional ends_in_er irregular_verb low_irregularity regular_form yacer yo 	yacer	jeure	1	S	I	C	0	… Si ocurriese esto, …yo 	 (en el sofá)
3038	… Si aconteciese esto, …vosotros {{c1::yaceríais::…yacer…}} (en el sofá)	 condicional ends_in_er irregular_verb low_irregularity regular_form vosotros yacer 	yacer	jeure	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (en el sofá)
3039	… Si se produjera esto, …ellos/ellas/ustedes {{c1::yacerían::…yacer…}} (en el sofá)	 condicional ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity regular_form yacer 	yacer	jeure	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (en el sofá)
3036	… Si acaeciera algo, …él/ella/usted {{c1::yacería::…yacer…}} (en el sofá)	 condicional ends_in_er irregular_verb low_irregularity regular_form yacer él_ella_usted 	yacer	jeure	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (en el sofá)
3031	→ En el futuro, →nosotros {{c1::yaceremos::…yacer…}} (en el sofá)	 ends_in_er futuro irregular_verb low_irregularity nosotros regular_form yacer 	yacer	jeure	1	P	I	F	0	→ En el futuro, →nosotros 	 (en el sofá)
3028	→ En el futuro, →yo {{c1::yaceré::…yacer…}} (en el sofá)	 ends_in_er futuro irregular_verb low_irregularity regular_form yacer yo 	yacer	jeure	1	S	I	F	0	→ En el futuro, →yo 	 (en el sofá)
3032	→ En el futuro, →vosotros {{c1::yaceréis::…yacer…}} (en el sofá)	 ends_in_er futuro irregular_verb low_irregularity regular_form vosotros yacer 	yacer	jeure	2	P	I	F	0	→ En el futuro, →vosotros 	 (en el sofá)
3033	→ En el futuro, →ellos/ellas/ustedes {{c1::yacerán::…yacer…}} (en el sofá)	 ellos_ellas_ustedes ends_in_er futuro irregular_verb low_irregularity regular_form yacer 	yacer	jeure	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (en el sofá)
3030	→ En el futuro, →él/ella/usted {{c1::yacerá::…yacer…}} (en el sofá)	 ends_in_er futuro irregular_verb low_irregularity regular_form yacer él_ella_usted 	yacer	jeure	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (en el sofá)
3019	⇠ En esa época, a menudo, ⇠nosotros {{c1::yacíamos::…yacer…}} (en el sofá)	 ends_in_er imperfecto irregular_verb low_irregularity nosotros regular_form yacer 	yacer	jeure	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (en el sofá)
3016	⇠ En esa época, a menudo, ⇠yo {{c1::yacía::…yacer…}} (en el sofá)	 ends_in_er imperfecto irregular_verb low_irregularity regular_form yacer yo 	yacer	jeure	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (en el sofá)
3020	⇠ En esa época, a menudo, ⇠vosotros {{c1::yacíais::…yacer…}} (en el sofá)	 ends_in_er imperfecto irregular_verb low_irregularity regular_form vosotros yacer 	yacer	jeure	2	P	I	I	0	⇠ En esa época, a menudo, ⇠vosotros 	 (en el sofá)
3021	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::yacían::…yacer…}} (en el sofá)	 ellos_ellas_ustedes ends_in_er imperfecto irregular_verb low_irregularity regular_form yacer 	yacer	jeure	3	P	I	I	0	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes 	 (en el sofá)
3018	⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::yacía::…yacer…}} (en el sofá)	 ends_in_er imperfecto irregular_verb low_irregularity regular_form yacer él_ella_usted 	yacer	jeure	3	S	I	I	0	⇠ En esa época, a menudo, ⇠él/ella/usted 	 (en el sofá)
3013	⊙ Ahora mismo, ⊙nosotros {{c1::yacemos::…yacer…}} (en el sofá)	 ends_in_er irregular_verb low_irregularity nosotros presente regular_form yacer 	yacer	jeure	1	P	I	P	0	⊙ Ahora mismo, ⊙nosotros 	 (en el sofá)
3009	⊙ Ahora mismo, ⊙yo {{c1::yazco | yazgo | yago::…yacer…}} (en el sofá)	 ends_in_er irregular_form irregular_verb low_irregularity presente yacer yo 	yacer	jeure	1	S	I	P	0	⊙ Ahora mismo, ⊙yo 	 (en el sofá)
3014	⊙ Ahora mismo, ⊙vosotros {{c1::yacéis::…yacer…}} (en el sofá)	 ends_in_er irregular_verb low_irregularity presente regular_form vosotros yacer 	yacer	jeure	2	P	I	P	0	⊙ Ahora mismo, ⊙vosotros 	 (en el sofá)
3015	⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::yacen::…yacer…}} (en el sofá)	 ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity presente regular_form yacer 	yacer	jeure	3	P	I	P	0	⊙ Ahora mismo, ⊙ellos/ellas/ustedes 	 (en el sofá)
3012	⊙ Ahora mismo, ⊙él/ella/usted {{c1::yace::…yacer…}} (en el sofá)	 ends_in_er irregular_verb low_irregularity presente regular_form yacer él_ella_usted 	yacer	jeure	3	S	I	P	0	⊙ Ahora mismo, ⊙él/ella/usted 	 (en el sofá)
3025	↧ En aquel momento ↧nosotros {{c1::yacimos::…yacer…}} (en el sofá)	 ends_in_er indefinido irregular_verb low_irregularity nosotros regular_form yacer 	yacer	jeure	1	P	I	passat_perifrastic	0	↧ En aquel momento ↧nosotros 	 (en el sofá)
3022	↧ En aquel momento ↧yo {{c1::yací::…yacer…}} (en el sofá)	 ends_in_er indefinido irregular_verb low_irregularity regular_form yacer yo 	yacer	jeure	1	S	I	passat_perifrastic	0	↧ En aquel momento ↧yo 	 (en el sofá)
3026	↧ En aquel momento ↧vosotros {{c1::yacisteis::…yacer…}} (en el sofá)	 ends_in_er indefinido irregular_verb low_irregularity regular_form vosotros yacer 	yacer	jeure	2	P	I	passat_perifrastic	0	↧ En aquel momento ↧vosotros 	 (en el sofá)
3027	↧ En aquel momento ↧ellos/ellas/ustedes {{c1::yacieron::…yacer…}} (en el sofá)	 ellos_ellas_ustedes ends_in_er indefinido irregular_verb low_irregularity regular_form yacer 	yacer	jeure	3	P	I	passat_perifrastic	0	↧ En aquel momento ↧ellos/ellas/ustedes 	 (en el sofá)
3024	↧ En aquel momento ↧él/ella/usted {{c1::yació::…yacer…}} (en el sofá)	 ends_in_er indefinido irregular_verb low_irregularity regular_form yacer él_ella_usted 	yacer	jeure	3	S	I	passat_perifrastic	0	↧ En aquel momento ↧él/ella/usted 	 (en el sofá)
3056	Vámonos equipo, por favor,¡ (que) {{c1::yazcamos | yazgamos | yagamos::…yacer…}} (en el sofá), ya !(nosotros)	 ends_in_er imperativo irregular_form irregular_verb low_irregularity nosotros yacer 	yacer	jeure	1	P	M	0	pos	Vámonos equipo, por favor,¡ (que) 	 (en el sofá), ya !(nosotros)
3057	Tú y tú, por favor,¡ {{c1::yaced::…yacer…}} (en el sofá), ya !(vosotros)	 ends_in_er imperativo irregular_verb low_irregularity regular_form vosotros yacer 	yacer	jeure	2	P	M	0	pos	Tú y tú, por favor,¡ 	 (en el sofá), ya !(vosotros)
3058	Señores, por favor,¡ (que) {{c1::yazcan | yazgan | yagan::…yacer…}} (en el sofá), ya ! (ellos/ellas/ustedes)	 ellos_ellas_ustedes ends_in_er imperativo irregular_form irregular_verb low_irregularity yacer 	yacer	jeure	3	P	M	0	pos	Señores, por favor,¡ (que) 	 (en el sofá), ya ! (ellos/ellas/ustedes)
3055	Señora, por favor,¡ (que) {{c1::yazca | yazga | yaga::…yacer…}} (en el sofá), ya !(él/ella/usted)	 ends_in_er imperativo irregular_form irregular_verb low_irregularity yacer él_ella_usted 	yacer	jeure	3	S	M	0	pos	Señora, por favor,¡ (que) 	 (en el sofá), ya !(él/ella/usted)
3008	Hugo ha {{c1::yacido::…yacer…}} (en el sofá)	 ends_in_er irregular_verb low_irregularity participio regular_form yacer 	yacer	jeure	0	S	P	0	0	Hugo ha 	 (en el sofá)
3049	↫ Fue sorprendente que ↫nosotros {{c1::yaciéramos | yaciésemos::…yacer…}} (en el sofá)	 ends_in_er irregular_verb low_irregularity nosotros regular_form subjuntivo_pasado yacer 	yacer	jeure	1	P	S	I	0	↫ Fue sorprendente que ↫nosotros 	 (en el sofá)
3046	↫ Fue sorprendente que ↫yo {{c1::yaciera | yaciese::…yacer…}} (en el sofá)	 ends_in_er irregular_verb low_irregularity regular_form subjuntivo_pasado yacer yo 	yacer	jeure	1	S	S	I	0	↫ Fue sorprendente que ↫yo 	 (en el sofá)
3050	↫ Fue sorprendente que ↫vosotros {{c1::yacierais | yacieseis::…yacer…}} (en el sofá)	 ends_in_er irregular_verb low_irregularity regular_form subjuntivo_pasado vosotros yacer 	yacer	jeure	2	P	S	I	0	↫ Fue sorprendente que ↫vosotros 	 (en el sofá)
3051	↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::yacieran | yaciesen::…yacer…}} (en el sofá)	 ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity regular_form subjuntivo_pasado yacer 	yacer	jeure	3	P	S	I	0	↫ Fue sorprendente que ↫ellos/ellas/ustedes 	 (en el sofá)
3048	↫ Fue sorprendente que ↫él/ella/usted {{c1::yaciera | yaciese::…yacer…}} (en el sofá)	 ends_in_er irregular_verb low_irregularity regular_form subjuntivo_pasado yacer él_ella_usted 	yacer	jeure	3	S	S	I	0	↫ Fue sorprendente que ↫él/ella/usted 	 (en el sofá)
3043	〰 Resulta divertido que 〰nosotros {{c1::yazcamos | yazgamos | yagamos::…yacer…}} (en el sofá)	 ends_in_er irregular_form irregular_verb low_irregularity nosotros subjuntivo_presente yacer 	yacer	jeure	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (en el sofá)
3040	〰 Resulta divertido que 〰yo {{c1::yazca | yazga | yaga::…yacer…}} (en el sofá)	 ends_in_er irregular_form irregular_verb low_irregularity subjuntivo_presente yacer yo 	yacer	jeure	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (en el sofá)
3044	〰 Resulta divertido que 〰vosotros {{c1::yazcáis | yazgáis | yagáis::…yacer…}} (en el sofá)	 ends_in_er irregular_form irregular_verb low_irregularity subjuntivo_presente vosotros yacer 	yacer	jeure	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (en el sofá)
3045	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::yazcan | yazgan | yagan::…yacer…}} (en el sofá)	 ellos_ellas_ustedes ends_in_er irregular_form irregular_verb low_irregularity subjuntivo_presente yacer 	yacer	jeure	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (en el sofá)
3042	〰 Resulta divertido que 〰él/ella/usted {{c1::yazca | yazga | yaga::…yacer…}} (en el sofá)	 ends_in_er irregular_form irregular_verb low_irregularity subjuntivo_presente yacer él_ella_usted 	yacer	jeure	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (en el sofá)
1731	Mientras estoy estudiando…ella está {{c1::jugando::…jugar…}} (con el gato)	 ends_in_ar gerundio in_the_wild irregular_verb jugar low_irregularity refrán regular_form 	jugar	jugar	0	0	G	0	0	Mientras estoy estudiando…ella está 	 (con el gato)
1761	… Si pasara algo, …nosotros {{c1::jugaríamos::…jugar…}} (con el gato)	 condicional ends_in_ar irregular_verb jugar low_irregularity nosotros regular_form 	jugar	jugar	1	P	I	C	0	… Si pasara algo, …nosotros 	 (con el gato)
1758	… Si ocurriese esto, …yo {{c1::jugaría::…jugar…}} (con el gato)	 condicional ends_in_ar irregular_verb jugar low_irregularity regular_form yo 	jugar	jugar	1	S	I	C	0	… Si ocurriese esto, …yo 	 (con el gato)
1762	… Si aconteciese esto, …vosotros {{c1::jugaríais::…jugar…}} (con el gato)	 condicional ends_in_ar irregular_verb jugar low_irregularity regular_form vosotros 	jugar	jugar	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (con el gato)
1763	… Si se produjera esto, …ellos/ellas/ustedes {{c1::jugarían::…jugar…}} (con el gato)	 condicional ellos_ellas_ustedes ends_in_ar irregular_verb jugar low_irregularity regular_form 	jugar	jugar	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (con el gato)
1760	… Si acaeciera algo, …él/ella/usted {{c1::jugaría::…jugar…}} (con el gato)	 condicional ends_in_ar irregular_verb jugar low_irregularity regular_form él_ella_usted 	jugar	jugar	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (con el gato)
1755	→ En el futuro, →nosotros {{c1::jugaremos::…jugar…}} (al ajedrez)	 ends_in_ar futuro irregular_verb jugar low_irregularity nosotros regular_form 	jugar	jugar	1	P	I	F	0	→ En el futuro, →nosotros 	 (al ajedrez)
1752	→ En el futuro, →yo {{c1::jugaré::…jugar…}} (al ajedrez)	 ends_in_ar futuro irregular_verb jugar low_irregularity regular_form yo 	jugar	jugar	1	S	I	F	0	→ En el futuro, →yo 	 (al ajedrez)
1756	→ En el futuro, →vosotros {{c1::jugaréis::…jugar…}} (al ajedrez)	 ends_in_ar futuro irregular_verb jugar low_irregularity regular_form vosotros 	jugar	jugar	2	P	I	F	0	→ En el futuro, →vosotros 	 (al ajedrez)
1757	→ En el futuro, →ellos/ellas/ustedes {{c1::jugarán::…jugar…}} (al ajedrez)	 ellos_ellas_ustedes ends_in_ar futuro irregular_verb jugar low_irregularity regular_form 	jugar	jugar	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (al ajedrez)
1754	→ En el futuro, →él/ella/usted {{c1::jugará::…jugar…}} (al ajedrez)	 ends_in_ar futuro in_the_wild irregular_verb jugar low_irregularity refrán regular_form él_ella_usted 	jugar	jugar	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (al ajedrez)
1743	⇠ En esa época, a menudo, ⇠nosotros {{c1::jugábamos::…jugar…}} (con el gato)	 ends_in_ar imperfecto irregular_verb jugar low_irregularity nosotros regular_form 	jugar	jugar	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (con el gato)
1740	⇠ En esa época, a menudo, ⇠yo {{c1::jugaba::…jugar…}} (con el gato)	 ends_in_ar imperfecto irregular_verb jugar low_irregularity regular_form yo 	jugar	jugar	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (con el gato)
1744	⇠ En esa época, a menudo, ⇠vosotros {{c1::jugabais::…jugar…}} (con el gato)	 ends_in_ar imperfecto irregular_verb jugar low_irregularity regular_form vosotros 	jugar	jugar	2	P	I	I	0	⇠ En esa época, a menudo, ⇠vosotros 	 (con el gato)
1745	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::jugaban::…jugar…}} (con el gato)	 ellos_ellas_ustedes ends_in_ar imperfecto irregular_verb jugar low_irregularity regular_form 	jugar	jugar	3	P	I	I	0	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes 	 (con el gato)
1742	⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::jugaba::…jugar…}} (con el gato)	 ends_in_ar imperfecto in_the_wild irregular_verb jugar low_irregularity modismo regular_form él_ella_usted 	jugar	jugar	3	S	I	I	0	⇠ En esa época, a menudo, ⇠él/ella/usted 	 (con el gato)
1737	⊙ Ahora mismo, ⊙nosotros {{c1::jugamos::…jugar…}} (con el gato)	 ends_in_ar irregular_verb jugar low_irregularity nosotros presente regular_form 	jugar	jugar	1	P	I	P	0	⊙ Ahora mismo, ⊙nosotros 	 (con el gato)
1733	⊙ Ahora mismo, ⊙yo {{c1::juego::…jugar…}} (con el gato)	 ends_in_ar irregular_form irregular_verb jugar low_irregularity presente yo 	jugar	jugar	1	S	I	P	0	⊙ Ahora mismo, ⊙yo 	 (con el gato)
1738	⊙ Ahora mismo, ⊙vosotros {{c1::jugáis::…jugar…}} (con el gato)	 ends_in_ar irregular_verb jugar low_irregularity presente regular_form vosotros 	jugar	jugar	2	P	I	P	0	⊙ Ahora mismo, ⊙vosotros 	 (con el gato)
1739	⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::juegan::…jugar…}} (con el gato)	 ellos_ellas_ustedes ends_in_ar irregular_form irregular_verb jugar low_irregularity presente 	jugar	jugar	3	P	I	P	0	⊙ Ahora mismo, ⊙ellos/ellas/ustedes 	 (con el gato)
1736	⊙ Ahora mismo, ⊙él/ella/usted {{c1::juega::…jugar…}} (con el gato)	 ends_in_ar in_the_wild irregular_form irregular_verb jugar low_irregularity presente refrán él_ella_usted 	jugar	jugar	3	S	I	P	0	⊙ Ahora mismo, ⊙él/ella/usted 	 (con el gato)
1749	↧ En aquel momento ↧nosotros {{c1::jugamos::…jugar…}} (con el gato)	 ends_in_ar indefinido irregular_verb jugar low_irregularity nosotros regular_form 	jugar	jugar	1	P	I	passat_perifrastic	0	↧ En aquel momento ↧nosotros 	 (con el gato)
1746	↧ En aquel momento ↧yo {{c1::jugué::…jugar…}} (con el gato)	 ends_in_ar indefinido irregular_verb jugar low_irregularity regular_form regular_spelling_change yo 	jugar	jugar	1	S	I	passat_perifrastic	0	↧ En aquel momento ↧yo 	 (con el gato)
1750	↧ En aquel momento ↧vosotros {{c1::jugasteis::…jugar…}} (con el gato)	 ends_in_ar indefinido irregular_verb jugar low_irregularity regular_form vosotros 	jugar	jugar	2	P	I	passat_perifrastic	0	↧ En aquel momento ↧vosotros 	 (con el gato)
1751	↧ En aquel momento ↧ellos/ellas/ustedes {{c1::jugaron::…jugar…}} (con el gato)	 ellos_ellas_ustedes ends_in_ar in_the_wild indefinido irregular_verb jugar low_irregularity modismo regular_form 	jugar	jugar	3	P	I	passat_perifrastic	0	↧ En aquel momento ↧ellos/ellas/ustedes 	 (con el gato)
1748	↧ En aquel momento ↧él/ella/usted {{c1::jugó::…jugar…}} (con el gato)	 ends_in_ar in_the_wild indefinido irregular_verb jugar low_irregularity refrán regular_form él_ella_usted 	jugar	jugar	3	S	I	passat_perifrastic	0	↧ En aquel momento ↧él/ella/usted 	 (con el gato)
1780	Vámonos equipo, por favor,¡ (que) {{c1::juguemos::…jugar…}} (al ajedrez), ya !(nosotros)	 ends_in_ar imperativo irregular_verb jugar low_irregularity nosotros regular_form regular_spelling_change 	jugar	jugar	1	P	M	0	pos	Vámonos equipo, por favor,¡ (que) 	 (al ajedrez), ya !(nosotros)
1781	Tú y tú, por favor,¡ {{c1::jugad::…jugar…}} (al ajedrez), ya !(vosotros)	 ends_in_ar imperativo irregular_verb jugar low_irregularity regular_form vosotros 	jugar	jugar	2	P	M	0	pos	Tú y tú, por favor,¡ 	 (al ajedrez), ya !(vosotros)
1782	Señores, por favor,¡ (que) {{c1::jueguen::…jugar…}} (al ajedrez), ya ! (ellos/ellas/ustedes)	 ellos_ellas_ustedes ends_in_ar imperativo irregular_form irregular_verb jugar low_irregularity 	jugar	jugar	3	P	M	0	pos	Señores, por favor,¡ (que) 	 (al ajedrez), ya ! (ellos/ellas/ustedes)
1779	Señora, por favor,¡ (que) {{c1::juegue::…jugar…}} (al ajedrez), ya !(él/ella/usted)	 ends_in_ar imperativo irregular_form irregular_verb jugar low_irregularity él_ella_usted 	jugar	jugar	3	S	M	0	pos	Señora, por favor,¡ (que) 	 (al ajedrez), ya !(él/ella/usted)
1732	Hugo ha {{c1::jugado::…jugar…}} (con el gato)	 ends_in_ar irregular_verb jugar low_irregularity participio regular_form 	jugar	jugar	0	S	P	0	0	Hugo ha 	 (con el gato)
1773	↫ Fue sorprendente que ↫nosotros {{c1::jugáramos | jugásemos::…jugar…}} (al ajedrez)	 ends_in_ar irregular_verb jugar low_irregularity nosotros regular_form subjuntivo_pasado 	jugar	jugar	1	P	S	I	0	↫ Fue sorprendente que ↫nosotros 	 (al ajedrez)
1770	↫ Fue sorprendente que ↫yo {{c1::jugara | jugase::…jugar…}} (al ajedrez)	 ends_in_ar irregular_verb jugar low_irregularity regular_form subjuntivo_pasado yo 	jugar	jugar	1	S	S	I	0	↫ Fue sorprendente que ↫yo 	 (al ajedrez)
1774	↫ Fue sorprendente que ↫vosotros {{c1::jugarais | jugaseis::…jugar…}} (al ajedrez)	 ends_in_ar irregular_verb jugar low_irregularity regular_form subjuntivo_pasado vosotros 	jugar	jugar	2	P	S	I	0	↫ Fue sorprendente que ↫vosotros 	 (al ajedrez)
1775	↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::jugaran | jugasen::…jugar…}} (al ajedrez)	 ellos_ellas_ustedes ends_in_ar irregular_verb jugar low_irregularity regular_form subjuntivo_pasado 	jugar	jugar	3	P	S	I	0	↫ Fue sorprendente que ↫ellos/ellas/ustedes 	 (al ajedrez)
1772	↫ Fue sorprendente que ↫él/ella/usted {{c1::jugara | jugase::…jugar…}} (al ajedrez)	 ends_in_ar irregular_verb jugar low_irregularity regular_form subjuntivo_pasado él_ella_usted 	jugar	jugar	3	S	S	I	0	↫ Fue sorprendente que ↫él/ella/usted 	 (al ajedrez)
1767	〰 Resulta divertido que 〰nosotros {{c1::juguemos::…jugar…}} (con el gato)	 ends_in_ar irregular_verb jugar low_irregularity nosotros regular_form regular_spelling_change subjuntivo_presente 	jugar	jugar	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (con el gato)
1764	〰 Resulta divertido que 〰yo {{c1::juegue::…jugar…}} (con el gato)	 ends_in_ar irregular_form irregular_verb jugar low_irregularity subjuntivo_presente yo 	jugar	jugar	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (con el gato)
1768	〰 Resulta divertido que 〰vosotros {{c1::juguéis::…jugar…}} (con el gato)	 ends_in_ar irregular_verb jugar low_irregularity regular_form regular_spelling_change subjuntivo_presente vosotros 	jugar	jugar	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (con el gato)
1769	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::jueguen::…jugar…}} (con el gato)	 ellos_ellas_ustedes ends_in_ar irregular_form irregular_verb jugar low_irregularity subjuntivo_presente 	jugar	jugar	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (con el gato)
1766	〰 Resulta divertido que 〰él/ella/usted {{c1::juegue::…jugar…}} (con el gato)	 ends_in_ar irregular_form irregular_verb jugar low_irregularity subjuntivo_presente él_ella_usted 	jugar	jugar	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (con el gato)
2543	Mientras estoy estudiando…ella está {{c1::luciendo::…lucir…}} (su colección)	 ends_in_ir gerundio irregular_verb low_irregularity lucir regular_form 	lucir	lluir	0	0	G	0	0	Mientras estoy estudiando…ella está 	 (su colección)
2573	… Si pasara algo, …nosotros {{c1::luciríamos::…lucir…}} (felices)	 condicional ends_in_ir irregular_verb low_irregularity lucir nosotros regular_form 	lucir	lluir	1	P	I	C	0	… Si pasara algo, …nosotros 	 (felices)
2570	… Si ocurriese esto, …yo {{c1::luciría::…lucir…}} (feliz)	 condicional ends_in_ir irregular_verb low_irregularity lucir regular_form yo 	lucir	lluir	1	S	I	C	0	… Si ocurriese esto, …yo 	 (feliz)
2574	… Si aconteciese esto, …vosotros {{c1::luciríais::…lucir…}} (felices)	 condicional ends_in_ir irregular_verb low_irregularity lucir regular_form vosotros 	lucir	lluir	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (felices)
2575	… Si se produjera esto, …ellos/ellas/ustedes {{c1::lucirían::…lucir…}} (felices)	 condicional ellos_ellas_ustedes ends_in_ir irregular_verb low_irregularity lucir regular_form 	lucir	lluir	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (felices)
2572	… Si acaeciera algo, …él/ella/usted {{c1::luciría::…lucir…}} (feliz)	 condicional ends_in_ir irregular_verb low_irregularity lucir regular_form él_ella_usted 	lucir	lluir	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (feliz)
2567	→ En el futuro, →nosotros {{c1::luciremos::…lucir…}} (felices)	 ends_in_ir futuro irregular_verb low_irregularity lucir nosotros regular_form 	lucir	lluir	1	P	I	F	0	→ En el futuro, →nosotros 	 (felices)
2564	→ En el futuro, →yo {{c1::luciré::…lucir…}} (feliz)	 ends_in_ir futuro irregular_verb low_irregularity lucir regular_form yo 	lucir	lluir	1	S	I	F	0	→ En el futuro, →yo 	 (feliz)
2568	→ En el futuro, →vosotros {{c1::luciréis::…lucir…}} (felices)	 ends_in_ir futuro irregular_verb low_irregularity lucir regular_form vosotros 	lucir	lluir	2	P	I	F	0	→ En el futuro, →vosotros 	 (felices)
2569	→ En el futuro, →ellos/ellas/ustedes {{c1::lucirán::…lucir…}} (felices)	 ellos_ellas_ustedes ends_in_ir futuro irregular_verb low_irregularity lucir regular_form 	lucir	lluir	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (felices)
2566	→ En el futuro, →él/ella/usted {{c1::lucirá::…lucir…}} (feliz)	 ends_in_ir futuro irregular_verb low_irregularity lucir regular_form él_ella_usted 	lucir	lluir	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (feliz)
2555	⇠ En esa época, a menudo, ⇠nosotros {{c1::lucíamos::…lucir…}} (felices)	 ends_in_ir imperfecto irregular_verb low_irregularity lucir nosotros regular_form 	lucir	lluir	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (felices)
2552	⇠ En esa época, a menudo, ⇠yo {{c1::lucía::…lucir…}} (feliz)	 ends_in_ir imperfecto irregular_verb low_irregularity lucir regular_form yo 	lucir	lluir	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (feliz)
2556	⇠ En esa época, a menudo, ⇠vosotros {{c1::lucíais::…lucir…}} (felices)	 ends_in_ir imperfecto irregular_verb low_irregularity lucir regular_form vosotros 	lucir	lluir	2	P	I	I	0	⇠ En esa época, a menudo, ⇠vosotros 	 (felices)
